user_id,device_type,traffic_source,country,first_seen_utc,step1_app_open_utc,step2_content_view_utc,step3_ad_view_utc,step4_ad_click_utc,step5_purchase_utc,completed_step1_app_open,completed_step2_content_view,completed_step3_ad_view,completed_step4_ad_click,completed_step5_purchase,order_value_usd,revenue_usd,currency,seconds_to_purchase
u000414,desktop,referral,CA,2025-11-08 17:12:26,2025-11-08 17:12:26,2025-11-08 17:25:57,2025-11-08 17:34:07,2025-11-08 17:39:14,,1,1,1,1,0,0.0,0.0,USD,
u001067,mobile,paid_social,US,2025-11-08 17:13:53,2025-11-08 17:13:53,2025-11-08 17:28:47,2025-11-08 17:35:08,,,1,1,1,0,0,0.0,0.0,USD,
u001212,desktop,organic,US,2025-11-08 17:45:52,2025-11-08 17:45:52,2025-11-08 17:53:28,2025-11-08 17:57:58,,,1,1,1,0,0,0.0,0.0,USD,
u001205,mobile,organic,IN,2025-11-08 18:03:03,2025-11-08 18:03:03,2025-11-08 18:06:29,2025-11-08 18:19:45,,,1,1,1,0,0,0.0,0.0,USD,
u000358,desktop,organic,IN,2025-11-08 18:17:01,2025-11-08 18:17:01,2025-11-08 18:24:24,2025-11-08 18:27:16,2025-11-08 18:30:19,,1,1,1,1,0,0.0,0.0,USD,
u000521,desktop,email,DE,2025-11-08 18:24:27,2025-11-08 18:24:27,2025-11-08 18:30:20,,,,1,1,0,0,0,0.0,0.0,USD,
u000057,mobile,organic,CA,2025-11-08 18:34:40,2025-11-08 18:34:40,,,,,1,0,0,0,0,0.0,0.0,USD,
u000229,mobile,organic,US,2025-11-08 18:43:33,2025-11-08 18:43:33,2025-11-08 18:49:48,,,,1,1,0,0,0,0.0,0.0,USD,
u000076,mobile,organic,US,2025-11-08 19:10:42,2025-11-08 19:10:42,,,,,1,0,0,0,0,0.0,0.0,USD,
u001735,desktop,paid_social,US,2025-11-08 19:20:10,2025-11-08 19:20:10,2025-11-08 19:31:47,,,,1,1,0,0,0,0.0,0.0,USD,
u002871,mobile,organic,UK,2025-11-08 20:08:57,2025-11-08 20:08:57,2025-11-08 20:19:15,2025-11-08 20:23:36,,,1,1,1,0,0,0.0,0.0,USD,
u002989,mobile,organic,IN,2025-11-08 20:41:42,2025-11-08 20:41:42,2025-11-08 20:46:40,2025-11-08 20:50:16,,,1,1,1,0,0,0.0,0.0,USD,
u002312,mobile,organic,CA,2025-11-08 21:06:26,2025-11-08 21:06:26,2025-11-08 21:11:39,,,,1,1,0,0,0,0.0,0.0,USD,
u000926,mobile,creator_link,US,2025-11-08 21:40:14,2025-11-08 21:40:14,2025-11-08 21:45:18,2025-11-08 21:51:17,,,1,1,1,0,0,0.0,0.0,USD,
u000878,mobile,creator_link,US,2025-11-08 22:12:10,2025-11-08 22:12:10,2025-11-08 22:13:26,,,,1,1,0,0,0,0.0,0.0,USD,
u000155,mobile,paid_social,UK,2025-11-08 22:13:36,2025-11-08 22:13:36,2025-11-08 22:24:48,,,,1,1,0,0,0,0.0,0.0,USD,
u002562,desktop,email,BR,2025-11-08 22:34:52,2025-11-08 22:34:52,2025-11-08 22:37:41,2025-11-08 22:43:03,,,1,1,1,0,0,0.0,0.0,USD,
u001989,desktop,paid_social,DE,2025-11-08 22:40:41,2025-11-08 22:40:41,2025-11-08 22:41:01,2025-11-08 22:55:50,,,1,1,1,0,0,0.0,0.0,USD,
u001727,mobile,paid_social,BR,2025-11-08 23:36:00,2025-11-08 23:36:00,2025-11-08 23:46:36,,,,1,1,0,0,0,0.0,0.0,USD,
u001969,mobile,paid_social,US,2025-11-09 00:54:03,2025-11-09 00:54:03,2025-11-09 01:00:29,2025-11-09 01:09:18,,,1,1,1,0,0,0.0,0.0,USD,
u001585,mobile,organic,US,2025-11-09 01:26:14,2025-11-09 01:26:14,2025-11-09 01:29:19,2025-11-09 01:31:50,2025-11-09 01:36:23,,1,1,1,1,0,0.0,0.0,USD,
u000591,desktop,organic,BR,2025-11-09 02:32:28,2025-11-09 02:32:28,2025-11-09 02:41:53,,,,1,1,0,0,0,0.0,0.0,USD,
u000754,mobile,organic,CA,2025-11-09 02:35:10,2025-11-09 02:35:10,,,,,1,0,0,0,0,0.0,0.0,USD,
u000151,desktop,creator_link,DE,2025-11-09 04:26:23,2025-11-09 04:26:23,2025-11-09 04:39:08,2025-11-09 04:55:42,,,1,1,1,0,0,0.0,0.0,USD,
u000747,mobile,email,US,2025-11-09 05:21:00,2025-11-09 05:21:00,,,,,1,0,0,0,0,0.0,0.0,USD,
u002610,mobile,paid_social,DE,2025-11-09 05:35:24,2025-11-09 05:35:24,2025-11-09 05:41:02,2025-11-09 05:59:06,,,1,1,1,0,0,0.0,0.0,USD,
u000642,desktop,email,US,2025-11-09 05:57:01,2025-11-09 05:57:01,2025-11-09 05:57:11,,,,1,1,0,0,0,0.0,0.0,USD,
u001517,mobile,organic,US,2025-11-09 06:15:31,2025-11-09 06:15:31,2025-11-09 06:24:21,,,,1,1,0,0,0,0.0,0.0,USD,
u000436,mobile,organic,CA,2025-11-09 06:42:37,2025-11-09 06:42:37,,,,,1,0,0,0,0,0.0,0.0,USD,
u001581,desktop,organic,US,2025-11-09 07:18:20,2025-11-09 07:18:20,2025-11-09 07:27:06,,,,1,1,0,0,0,0.0,0.0,USD,
u002836,mobile,organic,BR,2025-11-09 08:07:14,2025-11-09 08:07:14,,,,,1,0,0,0,0,0.0,0.0,USD,
u002444,mobile,creator_link,IN,2025-11-09 08:17:46,2025-11-09 08:17:46,2025-11-09 08:29:48,2025-11-09 08:49:01,,,1,1,1,0,0,0.0,0.0,USD,
u001992,desktop,creator_link,UK,2025-11-09 08:20:32,2025-11-09 08:20:32,,,,,1,0,0,0,0,0.0,0.0,USD,
u002619,desktop,paid_social,US,2025-11-09 08:33:43,2025-11-09 08:33:43,2025-11-09 08:42:51,,,,1,1,0,0,0,0.0,0.0,USD,
u000527,desktop,organic,US,2025-11-09 08:46:16,2025-11-09 08:46:16,2025-11-09 08:51:16,,,,1,1,0,0,0,0.0,0.0,USD,
u001489,desktop,paid_social,UK,2025-11-09 08:52:23,2025-11-09 08:52:23,2025-11-09 09:04:18,2025-11-09 09:09:04,,,1,1,1,0,0,0.0,0.0,USD,
u001227,mobile,paid_social,AU,2025-11-09 10:07:01,2025-11-09 10:07:01,2025-11-09 10:12:37,2025-11-09 10:25:27,,,1,1,1,0,0,0.0,0.0,USD,
u001599,desktop,organic,US,2025-11-09 10:08:45,2025-11-09 10:08:45,2025-11-09 10:11:40,,,,1,1,0,0,0,0.0,0.0,USD,
u000471,mobile,creator_link,CA,2025-11-09 10:14:22,2025-11-09 10:14:22,2025-11-09 10:28:56,,,,1,1,0,0,0,0.0,0.0,USD,
u001602,mobile,organic,BR,2025-11-09 10:26:10,2025-11-09 10:26:10,2025-11-09 10:38:51,2025-11-09 10:52:33,2025-11-09 10:57:35,,1,1,1,1,0,0.0,0.0,USD,
u001721,mobile,paid_social,US,2025-11-09 10:54:18,2025-11-09 10:54:18,2025-11-09 11:08:34,,,,1,1,0,0,0,0.0,0.0,USD,
u002509,mobile,paid_social,US,2025-11-09 11:01:18,2025-11-09 11:01:18,2025-11-09 11:13:48,2025-11-09 11:28:33,,,1,1,1,0,0,0.0,0.0,USD,
u001135,desktop,referral,US,2025-11-09 11:02:27,2025-11-09 11:02:27,2025-11-09 11:12:05,,,,1,1,0,0,0,0.0,0.0,USD,
u000281,mobile,organic,UK,2025-11-09 11:11:21,2025-11-09 11:11:21,2025-11-09 11:26:11,2025-11-09 11:29:12,,,1,1,1,0,0,0.0,0.0,USD,
u002991,desktop,creator_link,IN,2025-11-09 11:23:26,2025-11-09 11:23:26,,,,,1,0,0,0,0,0.0,0.0,USD,
u000142,mobile,paid_social,US,2025-11-09 11:24:36,2025-11-09 11:24:36,2025-11-09 11:37:47,,,,1,1,0,0,0,0.0,0.0,USD,
u001064,mobile,organic,AU,2025-11-09 11:44:50,2025-11-09 11:44:50,2025-11-09 11:45:38,2025-11-09 12:00:10,,,1,1,1,0,0,0.0,0.0,USD,
u002655,mobile,referral,DE,2025-11-09 13:43:35,2025-11-09 13:43:35,2025-11-09 13:50:35,2025-11-09 14:04:01,,,1,1,1,0,0,0.0,0.0,USD,
u002683,mobile,creator_link,US,2025-11-09 13:44:37,2025-11-09 13:44:37,2025-11-09 13:57:06,2025-11-09 14:09:41,,,1,1,1,0,0,0.0,0.0,USD,
u002674,mobile,organic,US,2025-11-09 14:15:09,2025-11-09 14:15:09,2025-11-09 14:29:32,2025-11-09 14:44:03,,,1,1,1,0,0,0.0,0.0,USD,
u002945,mobile,creator_link,CA,2025-11-09 15:36:52,2025-11-09 15:36:52,,,,,1,0,0,0,0,0.0,0.0,USD,
u002334,mobile,paid_social,UK,2025-11-09 15:56:41,2025-11-09 15:56:41,2025-11-09 15:59:58,2025-11-09 16:08:18,,,1,1,1,0,0,0.0,0.0,USD,
u002806,mobile,creator_link,UK,2025-11-09 15:58:07,2025-11-09 15:58:07,2025-11-09 16:12:38,,,,1,1,0,0,0,0.0,0.0,USD,
u001758,desktop,organic,US,2025-11-09 16:46:15,2025-11-09 16:46:15,2025-11-09 16:50:22,2025-11-09 17:01:37,,,1,1,1,0,0,0.0,0.0,USD,
u001610,mobile,referral,US,2025-11-09 17:00:28,2025-11-09 17:00:28,2025-11-09 17:02:07,2025-11-09 17:08:11,,,1,1,1,0,0,0.0,0.0,USD,
u002900,mobile,organic,CA,2025-11-09 17:10:21,2025-11-09 17:10:21,2025-11-09 17:15:11,,,,1,1,0,0,0,0.0,0.0,USD,
u002637,mobile,paid_social,US,2025-11-09 17:12:55,2025-11-09 17:12:55,2025-11-09 17:24:30,2025-11-09 17:37:32,,,1,1,1,0,0,0.0,0.0,USD,
u002272,mobile,paid_social,US,2025-11-09 17:19:50,2025-11-09 17:19:50,2025-11-09 17:32:26,2025-11-09 17:41:12,,,1,1,1,0,0,0.0,0.0,USD,
u000918,mobile,organic,BR,2025-11-09 17:26:16,2025-11-09 17:26:16,2025-11-09 17:30:52,2025-11-09 17:31:45,,,1,1,1,0,0,0.0,0.0,USD,
u000893,mobile,paid_social,US,2025-11-09 17:47:23,2025-11-09 17:47:23,2025-11-09 17:55:12,2025-11-09 17:57:14,,,1,1,1,0,0,0.0,0.0,USD,
u002496,mobile,organic,CA,2025-11-09 17:55:58,2025-11-09 17:55:58,,,,,1,0,0,0,0,0.0,0.0,USD,
u002175,mobile,creator_link,CA,2025-11-09 20:11:28,2025-11-09 20:11:28,2025-11-09 20:16:22,2025-11-09 20:30:44,,,1,1,1,0,0,0.0,0.0,USD,
u001586,desktop,paid_social,US,2025-11-09 21:32:20,2025-11-09 21:32:20,2025-11-09 21:37:42,,,,1,1,0,0,0,0.0,0.0,USD,
u000707,desktop,organic,US,2025-11-09 21:40:59,2025-11-09 21:40:59,2025-11-09 21:43:56,,,,1,1,0,0,0,0.0,0.0,USD,
u000219,desktop,referral,US,2025-11-09 21:56:08,2025-11-09 21:56:08,,,,,1,0,0,0,0,0.0,0.0,USD,
u002995,mobile,organic,BR,2025-11-09 22:25:19,2025-11-09 22:25:19,2025-11-09 22:32:31,2025-11-09 22:40:16,,,1,1,1,0,0,0.0,0.0,USD,
u001398,desktop,paid_social,US,2025-11-09 23:40:48,2025-11-09 23:40:48,2025-11-09 23:54:56,2025-11-10 00:13:37,,,1,1,1,0,0,0.0,0.0,USD,
u002676,mobile,organic,CA,2025-11-09 23:55:28,2025-11-09 23:55:28,2025-11-09 23:59:47,,,,1,1,0,0,0,0.0,0.0,USD,
u000616,desktop,referral,IN,2025-11-10 00:43:20,2025-11-10 00:43:20,2025-11-10 00:44:41,2025-11-10 00:56:20,,,1,1,1,0,0,0.0,0.0,USD,
u000107,mobile,organic,IN,2025-11-10 00:49:20,2025-11-10 00:49:20,2025-11-10 00:51:17,2025-11-10 00:58:16,,,1,1,1,0,0,0.0,0.0,USD,
u002621,desktop,paid_social,BR,2025-11-10 00:59:02,2025-11-10 00:59:02,2025-11-10 01:07:07,2025-11-10 01:20:32,,,1,1,1,0,0,0.0,0.0,USD,
u001065,mobile,email,BR,2025-11-10 01:33:50,2025-11-10 01:33:50,2025-11-10 01:40:43,2025-11-10 01:57:08,,,1,1,1,0,0,0.0,0.0,USD,
u000666,desktop,paid_social,US,2025-11-10 01:43:48,2025-11-10 01:43:48,2025-11-10 01:53:26,2025-11-10 01:54:44,,,1,1,1,0,0,0.0,0.0,USD,
u002760,mobile,organic,US,2025-11-10 01:44:29,2025-11-10 01:44:29,,,,,1,0,0,0,0,0.0,0.0,USD,
u000369,mobile,organic,AU,2025-11-10 01:45:55,2025-11-10 01:45:55,2025-11-10 01:57:39,2025-11-10 02:16:14,,,1,1,1,0,0,0.0,0.0,USD,
u000600,mobile,organic,IN,2025-11-10 02:07:47,2025-11-10 02:07:47,,,,,1,0,0,0,0,0.0,0.0,USD,
u000384,mobile,paid_social,US,2025-11-10 02:40:20,2025-11-10 02:40:20,2025-11-10 02:48:27,2025-11-10 02:52:21,,,1,1,1,0,0,0.0,0.0,USD,
u002669,mobile,email,US,2025-11-10 02:59:06,2025-11-10 02:59:06,2025-11-10 03:00:07,2025-11-10 03:04:12,,,1,1,1,0,0,0.0,0.0,USD,
u001485,mobile,organic,DE,2025-11-10 03:03:27,2025-11-10 03:03:27,2025-11-10 03:04:26,2025-11-10 03:10:15,,,1,1,1,0,0,0.0,0.0,USD,
u002539,mobile,organic,DE,2025-11-10 03:24:00,2025-11-10 03:24:00,2025-11-10 03:35:33,,,,1,1,0,0,0,0.0,0.0,USD,
u001724,mobile,organic,DE,2025-11-10 04:38:10,2025-11-10 04:38:10,2025-11-10 04:38:17,2025-11-10 04:56:36,,,1,1,1,0,0,0.0,0.0,USD,
u000788,mobile,organic,UK,2025-11-10 04:48:54,2025-11-10 04:48:54,2025-11-10 04:50:40,2025-11-10 04:57:11,,,1,1,1,0,0,0.0,0.0,USD,
u002409,mobile,paid_social,UK,2025-11-10 05:20:30,2025-11-10 05:20:30,2025-11-10 05:30:41,,,,1,1,0,0,0,0.0,0.0,USD,
u002150,mobile,organic,UK,2025-11-10 05:51:47,2025-11-10 05:51:47,2025-11-10 06:00:49,2025-11-10 06:17:21,,,1,1,1,0,0,0.0,0.0,USD,
u001011,desktop,creator_link,US,2025-11-10 06:43:51,2025-11-10 06:43:51,2025-11-10 06:55:53,2025-11-10 07:02:42,,,1,1,1,0,0,0.0,0.0,USD,
u002860,mobile,organic,DE,2025-11-10 06:57:29,2025-11-10 06:57:29,2025-11-10 06:58:19,2025-11-10 07:12:29,,,1,1,1,0,0,0.0,0.0,USD,
u001823,mobile,organic,US,2025-11-10 07:08:05,2025-11-10 07:08:05,2025-11-10 07:19:33,2025-11-10 07:32:13,,,1,1,1,0,0,0.0,0.0,USD,
u000907,mobile,organic,BR,2025-11-10 07:16:31,2025-11-10 07:16:31,2025-11-10 07:25:01,2025-11-10 07:39:15,,,1,1,1,0,0,0.0,0.0,USD,
u001284,mobile,creator_link,US,2025-11-10 07:30:08,2025-11-10 07:30:08,2025-11-10 07:43:18,2025-11-10 08:01:35,,,1,1,1,0,0,0.0,0.0,USD,
u000573,mobile,organic,US,2025-11-10 07:47:24,2025-11-10 07:47:24,2025-11-10 07:49:40,,,,1,1,0,0,0,0.0,0.0,USD,
u002514,mobile,creator_link,US,2025-11-10 07:53:33,2025-11-10 07:53:33,2025-11-10 07:57:00,,,,1,1,0,0,0,0.0,0.0,USD,
u000917,mobile,organic,US,2025-11-10 08:20:36,2025-11-10 08:20:36,2025-11-10 08:25:54,2025-11-10 08:26:20,,,1,1,1,0,0,0.0,0.0,USD,
u001648,desktop,organic,DE,2025-11-10 08:45:40,2025-11-10 08:45:40,2025-11-10 08:46:23,2025-11-10 08:48:54,,,1,1,1,0,0,0.0,0.0,USD,
u002294,mobile,organic,AU,2025-11-10 08:59:13,2025-11-10 08:59:13,2025-11-10 09:02:51,,,,1,1,0,0,0,0.0,0.0,USD,
u002331,mobile,email,BR,2025-11-10 10:48:57,2025-11-10 10:48:57,2025-11-10 10:49:04,,,,1,1,0,0,0,0.0,0.0,USD,
u002464,mobile,organic,US,2025-11-10 11:10:13,2025-11-10 11:10:13,2025-11-10 11:17:06,,,,1,1,0,0,0,0.0,0.0,USD,
u000702,mobile,paid_social,IN,2025-11-10 11:19:46,2025-11-10 11:19:46,2025-11-10 11:21:21,2025-11-10 11:25:08,,,1,1,1,0,0,0.0,0.0,USD,
u000761,desktop,organic,CA,2025-11-10 11:48:45,2025-11-10 11:48:45,2025-11-10 11:58:56,2025-11-10 12:13:47,,,1,1,1,0,0,0.0,0.0,USD,
u002286,mobile,organic,CA,2025-11-10 12:12:58,2025-11-10 12:12:58,2025-11-10 12:16:03,,,,1,1,0,0,0,0.0,0.0,USD,
u000564,mobile,referral,US,2025-11-10 12:23:54,2025-11-10 12:23:54,2025-11-10 12:29:09,,,,1,1,0,0,0,0.0,0.0,USD,
u000445,mobile,email,US,2025-11-10 12:32:38,2025-11-10 12:32:38,2025-11-10 12:41:59,2025-11-10 12:57:30,,,1,1,1,0,0,0.0,0.0,USD,
u000293,desktop,paid_social,US,2025-11-10 12:46:24,2025-11-10 12:46:24,2025-11-10 12:48:53,2025-11-10 13:01:27,,,1,1,1,0,0,0.0,0.0,USD,
u000565,mobile,organic,US,2025-11-10 13:28:22,2025-11-10 13:28:22,2025-11-10 13:30:26,2025-11-10 13:37:29,,,1,1,1,0,0,0.0,0.0,USD,
u000908,mobile,organic,US,2025-11-10 14:31:50,2025-11-10 14:31:50,2025-11-10 14:45:01,2025-11-10 14:53:26,,,1,1,1,0,0,0.0,0.0,USD,
u001868,mobile,referral,US,2025-11-10 15:52:33,2025-11-10 15:52:33,2025-11-10 15:56:01,2025-11-10 16:01:04,,,1,1,1,0,0,0.0,0.0,USD,
u002741,mobile,referral,US,2025-11-10 16:02:43,2025-11-10 16:02:43,2025-11-10 16:17:10,2025-11-10 16:33:29,,,1,1,1,0,0,0.0,0.0,USD,
u000744,mobile,organic,US,2025-11-10 16:16:48,2025-11-10 16:16:48,2025-11-10 16:27:06,,,,1,1,0,0,0,0.0,0.0,USD,
u002315,mobile,paid_social,US,2025-11-10 17:07:40,2025-11-10 17:07:40,2025-11-10 17:17:00,,,,1,1,0,0,0,0.0,0.0,USD,
u001347,mobile,creator_link,US,2025-11-10 17:11:09,2025-11-10 17:11:09,2025-11-10 17:12:51,,,,1,1,0,0,0,0.0,0.0,USD,
u000901,mobile,organic,UK,2025-11-10 17:30:21,2025-11-10 17:30:21,2025-11-10 17:41:56,2025-11-10 17:58:46,,,1,1,1,0,0,0.0,0.0,USD,
u000359,mobile,creator_link,US,2025-11-10 17:32:28,2025-11-10 17:32:28,2025-11-10 17:41:30,2025-11-10 18:01:03,,,1,1,1,0,0,0.0,0.0,USD,
u000510,mobile,paid_social,CA,2025-11-10 17:43:36,2025-11-10 17:43:36,2025-11-10 17:54:18,2025-11-10 18:12:03,,,1,1,1,0,0,0.0,0.0,USD,
u000577,desktop,paid_social,US,2025-11-10 18:47:07,2025-11-10 18:47:07,2025-11-10 18:51:25,,,,1,1,0,0,0,0.0,0.0,USD,
u001795,desktop,paid_social,US,2025-11-10 18:53:16,2025-11-10 18:53:16,2025-11-10 18:57:35,,,,1,1,0,0,0,0.0,0.0,USD,
u001399,mobile,email,AU,2025-11-10 19:33:20,2025-11-10 19:33:20,2025-11-10 19:46:40,,,,1,1,0,0,0,0.0,0.0,USD,
u000279,desktop,organic,US,2025-11-10 19:35:10,2025-11-10 19:35:10,2025-11-10 19:39:33,,,,1,1,0,0,0,0.0,0.0,USD,
u000706,mobile,email,BR,2025-11-10 19:45:37,2025-11-10 19:45:37,2025-11-10 19:52:54,,,,1,1,0,0,0,0.0,0.0,USD,
u001382,mobile,paid_social,IN,2025-11-10 20:01:53,2025-11-10 20:01:53,,,,,1,0,0,0,0,0.0,0.0,USD,
u001772,desktop,paid_social,US,2025-11-10 20:37:11,2025-11-10 20:37:11,,,,,1,0,0,0,0,0.0,0.0,USD,
u001111,mobile,referral,US,2025-11-10 20:56:50,2025-11-10 20:56:50,2025-11-10 21:04:56,2025-11-10 21:12:32,,,1,1,1,0,0,0.0,0.0,USD,
u001676,desktop,organic,US,2025-11-10 21:30:58,2025-11-10 21:30:58,2025-11-10 21:45:46,,,,1,1,0,0,0,0.0,0.0,USD,
u000352,mobile,organic,CA,2025-11-10 21:51:41,2025-11-10 21:51:41,2025-11-10 22:03:54,2025-11-10 22:12:37,,,1,1,1,0,0,0.0,0.0,USD,
u000886,mobile,organic,BR,2025-11-10 22:13:19,2025-11-10 22:13:19,2025-11-10 22:18:12,2025-11-10 22:27:06,,,1,1,1,0,0,0.0,0.0,USD,
u002948,desktop,paid_social,AU,2025-11-10 22:19:06,2025-11-10 22:19:06,2025-11-10 22:33:22,,,,1,1,0,0,0,0.0,0.0,USD,
u002569,desktop,organic,US,2025-11-10 22:42:52,2025-11-10 22:42:52,2025-11-10 22:46:17,,,,1,1,0,0,0,0.0,0.0,USD,
u002882,mobile,organic,US,2025-11-10 22:51:10,2025-11-10 22:51:10,2025-11-10 23:00:45,2025-11-10 23:03:13,,,1,1,1,0,0,0.0,0.0,USD,
u002253,mobile,creator_link,US,2025-11-10 22:53:12,2025-11-10 22:53:12,2025-11-10 23:02:31,2025-11-10 23:18:34,,,1,1,1,0,0,0.0,0.0,USD,
u002645,mobile,creator_link,US,2025-11-10 23:32:11,2025-11-10 23:32:11,2025-11-10 23:46:54,2025-11-10 23:58:31,,,1,1,1,0,0,0.0,0.0,USD,
u002079,mobile,paid_social,US,2025-11-11 00:04:15,2025-11-11 00:04:15,2025-11-11 00:10:14,,,,1,1,0,0,0,0.0,0.0,USD,
u002552,mobile,organic,IN,2025-11-11 00:34:32,2025-11-11 00:34:32,2025-11-11 00:37:49,,,,1,1,0,0,0,0.0,0.0,USD,
u001689,mobile,creator_link,IN,2025-11-11 00:40:55,2025-11-11 00:40:55,2025-11-11 00:54:36,,,,1,1,0,0,0,0.0,0.0,USD,
u000268,mobile,organic,US,2025-11-11 01:51:32,2025-11-11 01:51:32,2025-11-11 02:04:13,2025-11-11 02:13:17,,,1,1,1,0,0,0.0,0.0,USD,
u000520,desktop,referral,BR,2025-11-11 01:53:03,2025-11-11 01:53:03,2025-11-11 02:05:23,,,,1,1,0,0,0,0.0,0.0,USD,
u002028,mobile,organic,BR,2025-11-11 01:55:28,2025-11-11 01:55:28,2025-11-11 02:06:32,,,,1,1,0,0,0,0.0,0.0,USD,
u001190,desktop,referral,US,2025-11-11 03:55:55,2025-11-11 03:55:55,2025-11-11 04:01:08,2025-11-11 04:12:25,,,1,1,1,0,0,0.0,0.0,USD,
u002918,desktop,creator_link,US,2025-11-11 04:42:56,2025-11-11 04:42:56,2025-11-11 04:46:41,,,,1,1,0,0,0,0.0,0.0,USD,
u001161,mobile,paid_social,AU,2025-11-11 05:23:46,2025-11-11 05:23:46,2025-11-11 05:33:43,,,,1,1,0,0,0,0.0,0.0,USD,
u000313,mobile,paid_social,BR,2025-11-11 06:34:11,2025-11-11 06:34:11,2025-11-11 06:43:29,2025-11-11 06:47:52,,,1,1,1,0,0,0.0,0.0,USD,
u001911,mobile,organic,UK,2025-11-11 06:56:49,2025-11-11 06:56:49,2025-11-11 06:57:00,2025-11-11 07:07:20,,,1,1,1,0,0,0.0,0.0,USD,
u000885,mobile,organic,US,2025-11-11 07:46:35,2025-11-11 07:46:35,2025-11-11 07:59:43,,,,1,1,0,0,0,0.0,0.0,USD,
u000612,desktop,organic,BR,2025-11-11 08:12:13,2025-11-11 08:12:13,2025-11-11 08:15:34,,,,1,1,0,0,0,0.0,0.0,USD,
u001396,mobile,organic,US,2025-11-11 08:13:59,2025-11-11 08:13:59,2025-11-11 08:27:09,2025-11-11 08:29:27,,,1,1,1,0,0,0.0,0.0,USD,
u000192,mobile,referral,US,2025-11-11 08:21:42,2025-11-11 08:21:42,2025-11-11 08:21:52,,,,1,1,0,0,0,0.0,0.0,USD,
u001062,mobile,organic,BR,2025-11-11 10:09:37,2025-11-11 10:09:37,2025-11-11 10:18:10,,,,1,1,0,0,0,0.0,0.0,USD,
u002789,desktop,paid_social,US,2025-11-11 10:32:35,2025-11-11 10:32:35,2025-11-11 10:38:04,2025-11-11 10:44:59,,,1,1,1,0,0,0.0,0.0,USD,
u000809,mobile,organic,CA,2025-11-11 11:50:48,2025-11-11 11:50:48,2025-11-11 12:01:15,2025-11-11 12:13:27,,,1,1,1,0,0,0.0,0.0,USD,
u002265,mobile,referral,US,2025-11-11 12:05:43,2025-11-11 12:05:43,2025-11-11 12:17:54,2025-11-11 12:30:30,,,1,1,1,0,0,0.0,0.0,USD,
u002215,desktop,paid_social,US,2025-11-11 12:14:14,2025-11-11 12:14:14,,,,,1,0,0,0,0,0.0,0.0,USD,
u001611,mobile,organic,CA,2025-11-11 12:34:56,2025-11-11 12:34:56,2025-11-11 12:46:31,,,,1,1,0,0,0,0.0,0.0,USD,
u001290,mobile,organic,US,2025-11-11 14:35:57,2025-11-11 14:35:57,2025-11-11 14:41:53,,,,1,1,0,0,0,0.0,0.0,USD,
u002708,mobile,organic,US,2025-11-11 14:48:41,2025-11-11 14:48:41,2025-11-11 14:56:10,2025-11-11 15:12:11,,,1,1,1,0,0,0.0,0.0,USD,
u002824,desktop,organic,UK,2025-11-11 15:17:09,2025-11-11 15:17:09,2025-11-11 15:28:15,2025-11-11 15:47:01,,,1,1,1,0,0,0.0,0.0,USD,
u001965,desktop,paid_social,US,2025-11-11 15:36:58,2025-11-11 15:36:58,2025-11-11 15:50:55,2025-11-11 16:03:40,2025-11-11 16:09:04,,1,1,1,1,0,0.0,0.0,USD,
